seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,round,agent_id,is_poisoned,reputation_share,optimization_before,marginal_contribution,positive_contribution,contribution_share,optimization_after
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,3,15,True,3.697449648706734e-05,0.23080995348320094,0.04173909276723861,0.04173909276723861,0.2354064691057093,0.23310821129445514
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,3,1,False,0.14984511474643689,0.10939130915364041,0.016571338474750518,0.016571338474750518,0.09587346131795922,0.10263238523579982
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,3,2,False,0.4737265966771876,0.2774082442098709,0.05139802396297455,0.05139802396297455,0.28895672655391674,0.28318248538189383
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,3,3,False,0.231964695539853,0.18842065653185947,0.03295260518789292,0.03295260518789292,0.1866931422992035,0.1875568994155315
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,3,4,False,0.14442661854003544,0.1939698366214283,0.03410284370183944,0.03410284370183944,0.19307020072321132,0.19352001867231983
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,4,15,True,3.697449648706734e-05,0.23310821129445514,0.04180669859051704,0.04180669859051704,0.23533888984641288,0.23422355057043395
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,4,1,False,0.14984511474643689,0.10263238523579982,0.016638944298028945,0.016638944298028945,0.0960722045006308,0.09935229486821529
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,4,2,False,0.4737265966771876,0.28318248538189383,0.05146562978625297,0.05146562978625297,0.2887869375339498,0.28598471145792176
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,4,3,False,0.231964695539853,0.1875568994155315,0.03302021101117134,0.03302021101117134,0.18671854069700183,0.18713772005626664
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,4,4,False,0.14442661854003544,0.19352001867231983,0.03417044952511787,0.03417044952511787,0.1930834274220047,0.1933017230471622
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,5,15,True,3.697449648706734e-05,0.23422355057043395,0.04006314724683761,0.04006314724683761,0.23716849076733218,0.2356960206688831
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,5,1,False,0.14984511474643689,0.09935229486821529,0.014895392954349516,0.014895392954349516,0.0906915490476396,0.09502192195792745
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,5,2,False,0.4737265966771876,0.28598471145792176,0.04972207844257354,0.04972207844257354,0.2933837051003256,0.2896842082791237
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,5,3,False,0.231964695539853,0.18713772005626664,0.031276659667491914,0.031276659667491914,0.18603091948769032,0.1865843197719785
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,5,4,False,0.14442661854003544,0.1933017230471622,0.03242689818143844,0.03242689818143844,0.19272533559701238,0.19301352932208732
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,6,15,True,3.697449648706734e-05,0.2356960206688831,0.04120373278856278,0.04120373278856278,0.23595088641428547,0.2358234535415843
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,6,1,False,0.14984511474643689,0.09502192195792745,0.016035978496074677,0.016035978496074677,0.09427238978011737,0.09464715586902242
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,6,2,False,0.4737265966771876,0.2896842082791237,0.0508626639842987,0.0508626639842987,0.2903245438729958,0.2900043760760598
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,6,3,False,0.231964695539853,0.1865843197719785,0.03241724520921707,0.03241724520921707,0.18648853325915923,0.18653642651556887
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,6,4,False,0.14442661854003544,0.19301352932208732,0.03356748372316361,0.03356748372316361,0.1929636466734421,0.1929885879977647
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,7,15,True,3.697449648706734e-05,0.2358234535415843,0.04016862958669662,0.04016862958669662,0.2370524353972675,0.2364379444694259
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,7,1,False,0.14984511474643689,0.09464715586902242,0.015000875294208526,0.015000875294208526,0.09103285515032433,0.09284000550967338
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,7,2,False,0.4737265966771876,0.2900043760760598,0.049827560782432556,0.049827560782432556,0.29309212262738443,0.2915482493517221
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,7,3,False,0.231964695539853,0.18653642651556887,0.03138214200735093,0.03138214200735093,0.1860745367230112,0.18630548161929003
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,7,4,False,0.14442661854003544,0.1929885879977647,0.03253238052129745,0.03253238052129745,0.19274805010201257,0.19286831904988863
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,8,15,True,3.697449648706734e-05,0.2364379444694259,0.041123077273368835,0.041123077273368835,0.2360343610049184,0.23623615273717213
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,8,1,False,0.14984511474643689,0.09284000550967338,0.01595532298088074,0.01595532298088074,0.09402690017299054,0.09343345284133195
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,8,2,False,0.4737265966771876,0.2915482493517221,0.050782008469104765,0.050782008469104765,0.29053426900291385,0.29104125917731793
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,8,3,False,0.231964695539853,0.18630548161929003,0.032336589694023136,0.032336589694023136,0.18645716089904427,0.18638132125916715
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,8,4,False,0.14442661854003544,0.19286831904988863,0.033486828207969666,0.033486828207969666,0.1929473089201329,0.19290781398501078
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,9,15,True,3.697449648706734e-05,0.23623615273717213,0.04085596650838852,0.04085596650838852,0.23631359692580126,0.23627487483148668
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,9,1,False,0.14984511474643689,0.09343345284133195,0.015688212215900423,0.015688212215900423,0.09320569798447477,0.09331957541290337
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,9,2,False,0.4737265966771876,0.29104125917731793,0.05051489770412445,0.05051489770412445,0.2912358332674511,0.29113854622238455
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,9,3,False,0.231964695539853,0.18638132125916715,0.03206947892904282,0.03206947892904282,0.1863522153126023,0.18636676828588472
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,9,4,False,0.14442661854003544,0.19290781398501078,0.03321971744298935,0.03321971744298935,0.19289265650967058,0.19290023524734068
