seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,round,target_error,stage3_engine,stage3_engine_losses,evaluation_loss,delivered_solution_evaluation_loss,full_solution_source,loo_search_objective,consistency_l1,update_l1,eta_used,update_accepted,current_state_accepted,proposal_generated,gate_triggered,eval_loss_delta,informative,stage3_requests_cumulative,contribution_requests_cumulative
0,2,0.3,0.0,uniform,0,trimmed,0.5,fixed,controlled,5,1,0,0.002007465785028464,bfgs,"{""bfgs"": 0.015895250439643863, ""custom"": 0.01957568377256394}",0.015531321366628012,0.015531321366628012,stage3_l_opt,l_opt_current_alpha,0.7542648027046188,0.37713240135230947,0.5,False,True,True,False,,True,3405,2710
0,2,0.3,0.0,uniform,0,trimmed,0.5,fixed,controlled,5,1,1,0.014915579672612256,custom,"{""bfgs"": 0.05796510456668716, ""custom"": 0.01358341569125827}",0.017007085184256237,0.017007085184256237,stage3_l_opt,l_opt_current_alpha,0.9223484170416363,0.46117420852081825,0.5,True,True,True,False,0.0014757638176282253,True,5230,5890
0,2,0.3,0.0,uniform,0,trimmed,0.5,fixed,controlled,5,1,2,0.01640767092138938,custom,"{""bfgs"": 0.0453139303544829, ""custom"": 0.008615170313420054}",0.015764070053895313,0.015764070053895313,stage3_l_opt,l_opt_current_alpha,0.782806513451106,0.39140325672555304,0.5,True,True,True,False,-0.0012430151303609235,True,5525,8490
0,2,0.3,0.0,uniform,0,trimmed,0.5,fixed,controlled,5,1,3,0.014921661271508888,custom,"{""bfgs"": 0.06293644476002234, ""custom"": 0.007233346176621095}",0.01700118804971377,0.01700118804971377,stage3_l_opt,l_opt_current_alpha,0.7139373982767996,0.35696869913839974,0.5,True,True,True,False,0.0012371179958184583,True,6545,11150
0,2,0.3,0.0,uniform,0,trimmed,0.5,fixed,controlled,5,1,4,0.014911159907213964,custom,"{""bfgs"": 0.06219325387531893, ""custom"": 0.00464419524616757}",0.017011409004529316,0.017011409004529316,stage3_l_opt,l_opt_current_alpha,0.9205570728603713,0.4602785364301856,0.5,True,True,True,False,1.0220954815544359e-05,True,7255,14255
0,2,0.3,0.0,uniform,0,trimmed,0.5,fixed,controlled,5,1,5,0.014782769961830963,custom,"{""bfgs"": 0.06512450365464224, ""custom"": 0.004937295804089992}",0.01713729401429494,0.01713729401429494,stage3_l_opt,l_opt_current_alpha,0.6955737608835915,0.34778688044179573,0.5,True,True,True,False,0.000125885009765625,True,9015,16405
0,2,0.3,0.0,uniform,0,trimmed,0.5,fixed,controlled,5,1,6,0.012752403242587404,custom,"{""bfgs"": 0.0643086835116008, ""custom"": 0.005654294347005871}",0.020511674384276073,0.020511674384276073,stage3_l_opt,l_opt_current_alpha,0.7324560261473266,0.36622801307366326,0.5,True,True,True,False,0.0033743803699811323,True,10565,19355
0,2,0.3,0.0,uniform,0,trimmed,0.5,fixed,controlled,5,1,7,0.014773900395073272,custom,"{""bfgs"": 0.06512362595928001, ""custom"": 0.0018207200490685362}",0.017135632534821827,0.017135632534821827,stage3_l_opt,l_opt_current_alpha,0.9118198806445849,0.45590994032229243,0.5,True,True,True,False,-0.0033760418494542463,True,12375,21495
0,2,0.3,0.0,uniform,0,trimmed,0.5,fixed,controlled,5,1,8,0.011974456512034728,custom,"{""bfgs"": 0.051729661186299916, ""custom"": 0.0038131104109772485}",0.021590086321036022,0.021590086321036022,stage3_l_opt,l_opt_current_alpha,0.9795823984129495,0.4897911992064748,0.5,True,True,True,False,0.004454453786214195,True,12830,24290
0,2,0.3,0.0,uniform,0,trimmed,0.5,fixed,controlled,5,1,9,0.014754107921077245,custom,"{""bfgs"": 0.06552785264953936, ""custom"": 0.004413574577601656}",0.01779748499393463,0.01779748499393463,stage3_l_opt,l_opt_current_alpha,0.9410159782796395,0.4705079891398197,0.5,True,True,True,False,-0.0037926013271013907,True,14230,26295
