seed,dimension,poison_ratio,target,initialization,evaluator,update_rate,round,target_error,evaluation_loss,consistency_l1,update_l1,informative,stage3_requests_cumulative,contribution_requests_cumulative
0,2,0.0,0.0,uniform,optimization,0.3,2,0.03140629652806123,0.004421777327562275,0.3197971140602599,0.09593913421807793,True,765,2493
0,2,0.0,0.0,uniform,optimization,0.3,3,0.03140632209461039,0.0038370562335491923,0.1926239144781058,0.05778717434343175,True,951,3168
0,2,0.0,0.0,uniform,optimization,0.3,4,0.03140632298432694,0.003469535291301451,0.38751544551309736,0.11625463365392927,True,1134,4248
0,2,0.0,0.0,uniform,optimization,0.3,5,0.031406321204893846,0.003065370572704077,0.264351947134109,0.07930558414023262,True,1362,4827
0,2,0.0,0.0,uniform,uniform,0.0,0,0.025550440028532184,0.0018870764567206304,0.8377785543617249,0.0,True,342,777
0,2,0.0,0.0,uniform,uniform,0.3,0,0.025550440028532184,0.0018870764567206304,0.8377785543617249,0.2513335663085175,True,342,777
0,2,0.0,0.0,uniform,uniform,0.3,1,0.025453291870388292,0.0048707639798521996,0.6256183269198298,0.18768549807594898,True,540,1554
0,2,0.0,0.0,uniform,uniform,0.3,2,0.03140632209461039,0.006924898441260059,0.4671019318857839,0.14013057956573513,True,747,2331
0,2,0.0,0.0,uniform,uniform,0.3,3,0.03140620854853583,0.006924829523389538,0.3269703411225307,0.0980911023367593,True,951,3108
0,2,0.0,0.0,uniform,uniform,0.3,4,0.03140632298432694,0.006924903408313791,0.2288803228624771,0.06866409685874314,True,1152,3885
0,2,0.0,0.0,uniform,uniform,0.3,5,0.03140632897711196,0.0069249052709589405,0.16021625333343228,0.04806487600002962,True,1374,4662
0,2,0.0,0.0,dirichlet,optimization,0.0,0,0.013602253025599309,0.005405483757193183,1.4324820776166591,0.0,True,126,903
0,2,0.0,0.0,dirichlet,optimization,0.3,0,0.03140632298432694,0.004050183362302249,0.2836178943471199,0.08508536830413599,True,195,825
0,2,0.0,0.0,dirichlet,optimization,0.3,1,0.03140632387404349,0.003569456137916989,0.34298784645610425,0.10289635393683116,True,393,1683
0,2,0.0,0.0,dirichlet,optimization,0.3,2,0.03140632209461039,0.003158225870177524,0.1910357069793912,0.057310712093817384,True,588,2712
0,2,0.0,0.0,dirichlet,optimization,0.3,3,0.031406324763760034,0.0029142166865773218,0.20745328270954277,0.06223598481286287,True,801,3534
0,2,0.0,0.0,dirichlet,optimization,0.3,4,0.031406312761121116,0.0027051051645328237,0.1529724222450467,0.045891726673513954,True,1020,5079
0,2,0.0,0.0,dirichlet,optimization,0.3,5,0.03140633387908737,0.0025594385970446444,0.1049032324031324,0.03147096972093969,True,1245,6108
0,2,0.0,0.0,dirichlet,uniform,0.0,0,0.022954431664799428,0.0017937840117762487,1.0500316539985879,0.0,True,315,777
0,2,0.0,0.0,dirichlet,uniform,0.3,0,0.02547704687915415,0.005167474038898945,0.7796974400410406,0.2339092320123121,True,156,777
0,2,0.0,0.0,dirichlet,uniform,0.3,1,0.02593670835647592,0.0019030703697353601,0.5027187672204654,0.1508156301661397,True,429,1554
0,2,0.0,0.0,dirichlet,uniform,0.3,2,0.03140624272581216,0.006924860567475359,0.420044368505059,0.12601331055151774,True,624,2331
0,2,0.0,0.0,dirichlet,uniform,0.3,3,0.02512361079618972,0.0018694508665551741,0.22546815773982193,0.0676404473219466,True,915,3108
0,2,0.0,0.0,dirichlet,uniform,0.3,4,0.03140632296725819,0.00692490014868478,0.22639119138723396,0.06791735741617011,True,1137,3885
0,2,0.0,0.0,dirichlet,uniform,0.3,5,0.03140631653814921,0.006924894095088045,0.15847374514956492,0.047542123544869516,True,1320,4662
0,2,0.0,0.0,reversed,optimization,0.0,0,0.025426293838736402,0.00449001152834701,1.0500913825779148,0.0,True,180,759
0,2,0.0,0.0,reversed,optimization,0.3,0,0.025426293838736402,0.00449001152834701,1.0500913825779148,0.3150274147733745,True,180,759
0,2,0.0,0.0,reversed,optimization,0.3,1,0.025452930845358157,0.0048832537587612974,0.6815500133505297,0.204465004005159,True,333,1554
0,2,0.0,0.0,reversed,optimization,0.3,2,0.025768149399760555,0.0012989182633832551,0.609418195766353,0.18282545872990597,True,576,2592
0,2,0.0,0.0,reversed,optimization,0.3,3,0.03140632298432694,0.00409596807611487,0.2033281214498406,0.0609984364349522,True,792,3090
0,2,0.0,0.0,reversed,optimization,0.3,4,0.03140632009701541,0.0036682324935044487,0.18816335402260664,0.05644900620678203,True,1002,4374
0,2,0.0,0.0,reversed,optimization,0.3,5,0.03140632387404349,0.0033554448923891543,0.37495811113200916,0.11248743333960273,True,1191,5664
0,2,0.0,0.0,reversed,uniform,0.0,0,0.025426293838736402,0.004617943428456783,1.0281613830237086,0.0,True,180,777
0,2,0.0,0.0,reversed,uniform,0.3,0,0.025426293838736402,0.004617943428456783,1.0281613830237086,0.30844841490711256,True,180,777
0,2,0.0,0.0,reversed,uniform,0.3,1,0.025434319347980364,0.004890690557658672,0.7234477248034776,0.2170343174410433,True,321,1554
0,2,0.0,0.0,reversed,uniform,0.3,2,0.025791956351180888,0.0018981486403693755,0.46710502858436764,0.14013150857531032,True,582,2331
0,2,0.0,0.0,reversed,uniform,0.3,3,0.031406247627787834,0.006924858083948493,0.3951764717728462,0.11855294153185386,True,768,3108
