seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,round,agent_id,is_poisoned,reputation_share,optimization_before,marginal_contribution,positive_contribution,contribution_share,optimization_after
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,0,9,False,0.3778305024468295,0.3333333333333333,0.15244526330692074,0.15244526330692074,0.7522226105141958,0.5427779719237645
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,0,19,False,0.36617131850435053,0.3333333333333333,0.019328871509060264,0.019328871509060264,0.1011973508534991,0.2172653420934162
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,0,16,False,0.2559981790488201,0.3333333333333333,0.02860835730098188,0.02860835730098188,0.1465800386323051,0.23995668598281922
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,1,9,False,0.3778305024468295,0.5427779719237645,0.14740744566855332,0.14740744566855332,0.7863937995838188,0.6645858857537916
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,1,19,False,0.36617131850435053,0.2172653420934162,0.01429105387069285,0.01429105387069285,0.0822606938911482,0.1497630179922822
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,1,16,False,0.2559981790488201,0.23995668598281922,0.023570539662614465,0.023570539662614465,0.131345506525033,0.18565109625392612
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,2,9,False,0.3778305024468295,0.6645858857537916,0.147407525141413,0.147407525141413,0.7863932165511973,0.7254895511524945
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,2,19,False,0.36617131850435053,0.1497630179922822,0.014291133343552552,0.014291133343552552,0.08226101699049161,0.1160120174913869
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,2,16,False,0.2559981790488201,0.18565109625392612,0.023570619135474168,0.023570619135474168,0.13134576645831114,0.15849843135611863
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,3,9,False,0.3778305024468295,0.7254895511524945,0.14740744566855332,0.14740744566855332,0.7863937995838188,0.7559416753681567
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,3,19,False,0.36617131850435053,0.1160120174913869,0.01429105387069285,0.01429105387069285,0.0822606938911482,0.09913635569126755
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,3,16,False,0.2559981790488201,0.15849843135611863,0.023570539662614465,0.023570539662614465,0.131345506525033,0.1449219689405758
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,4,9,False,0.3778305024468295,0.7559416753681567,0.14740744628943503,0.14740744628943503,0.7863937950288705,0.7711677351985137
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,4,19,False,0.36617131850435053,0.09913635569126755,0.014291054491574567,0.014291054491574567,0.08226069641536507,0.09069852605331633
