seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,selected_agent_ids,reputation_weights,final_optimization_weights,final_contribution_weights,rounds_executed,converged,stop_reason,final_eta_used,updates_accepted,gate_triggers,final_target_error,final_evaluation_loss,final_consistency_l1,selected_poison_weight,stage3_requests,contribution_requests,payment_status,paid_total
9,2,0.0,0.0,uniform,0,uniform,0.5,adaptive,stage1,,,"[16, 8, 1]","[0.381457437556298, 0.28159936591932666, 0.33694319652437527]","[0.41593073045559315, 0.5393586368094281, 0.04471063273497884]","[0.41593700554325164, 0.5393742889593048, 0.04468870549744354]",11,True,fixed_point_tolerance,0.5,11,0,0.021789136296615774,0.005046418557564418,8.770895014120761e-05,0.0,3858,9339,ok,10.0
9,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[16, 8, 1]","[0.381457437556298, 0.28159936591932666, 0.33694319652437527]","[0.41097628460625385, 0.5270006056216522, 0.06202310977209399]","[0.415827092241633, 0.5391001287301571, 0.0450727790282099]",20,False,max_rounds,0.05,14,6,0.021548856564693464,0.0049805305898189545,0.03390066148776817,0.0,5685,16980,ok,10.0
10,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[18, 8, 14]","[0.3341963286946278, 0.32396449828209883, 0.3418391730232733]","[0.4496543884859815, 0.20625530286435684, 0.3440903086496616]","[0.44849682620266973, 0.20751991256820965, 0.3439832612291206]",20,False,max_rounds,0.5,20,0,0.0027098644110536974,0.013884875923395157,0.0025292194077055907,0.0,3282,1140,ok,10.0
10,2,0.0,0.0,uniform,0,uniform,0.5,adaptive,stage1,,,"[18, 8, 14]","[0.3341963286946278, 0.32396449828209883, 0.3418391730232733]","[0.4493858334184957, 0.2065486929905363, 0.34406547359096806]","[0.4499625548589006, 0.20591863831402304, 0.34411880682707635]",20,False,max_rounds,0.05,20,0,0.002631980836824699,0.013927367826302847,0.001260109353026423,0.0,4071,1140,ok,10.0
10,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[18, 8, 14]","[0.3341963286946278, 0.32396449828209883, 0.3418391730232733]","[0.42609106209449776, 0.231997685489737, 0.3419112524157652]","[0.36616174502102966, 0.29746906185451505, 0.3363691931244554]",20,False,max_rounds,0.05,13,7,0.007050436597323184,0.005404892067114512,0.13094275272955594,0.0,4881,1140,ok,10.0
11,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[20, 8, 17]","[0.48645784400931996, 0.277733020137071, 0.23580913585360905]","[0.680745985895466, 0.13803549726700867, 0.1812185168375255]","[0.6809157222145716, 0.1379400800863771, 0.18114419769905132]",11,True,fixed_point_tolerance,0.5,11,0,0.009163029285222946,0.0036158631555736065,0.0006789452764228154,0.0,2589,8745,ok,10.0
11,2,0.0,0.0,uniform,0,uniform,0.5,adaptive,stage1,,,"[20, 8, 17]","[0.48645784400931996, 0.277733020137071, 0.23580913585360905]","[0.680745985895466, 0.13803549726700867, 0.1812185168375255]","[0.6809157222145716, 0.1379400800863771, 0.18114419769905132]",11,True,fixed_point_tolerance,0.5,11,0,0.009163029285222946,0.0036158631555736065,0.0006789452764228154,0.0,2589,8745,ok,10.0
11,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[20, 8, 17]","[0.48645784400931996, 0.277733020137071, 0.23580913585360905]","[0.680745985895466, 0.13803549726700867, 0.1812185168375255]","[0.6809157222145716, 0.1379400800863771, 0.18114419769905132]",11,True,fixed_point_tolerance,0.5,11,0,0.009163029285222946,0.0036158631555736065,0.0006789452764228154,0.0,2589,8745,ok,10.0
12,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[18, 15, 17]","[0.37706601689927144, 0.2557519912584921, 0.3671819918422366]","[0.872632572417061, 0.06953338322885937, 0.05783404435407957]","[0.872766385776768, 0.0694679279953716, 0.05776568622786042]",12,True,fixed_point_tolerance,0.5,12,0,0.014275462517831183,0.00825780505935351,0.0005352534388277722,0.0,2568,684,ok,10.0
12,2,0.0,0.0,uniform,0,uniform,0.5,adaptive,stage1,,,"[18, 15, 17]","[0.37706601689927144, 0.2557519912584921, 0.3671819918422366]","[0.872632572417061, 0.06953338322885937, 0.05783404435407957]","[0.872766385776768, 0.0694679279953716, 0.05776568622786042]",12,True,fixed_point_tolerance,0.5,12,0,0.014275462517831183,0.00825780505935351,0.0005352534388277722,0.0,2568,684,ok,10.0
12,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[18, 15, 17]","[0.37706601689927144, 0.2557519912584921, 0.3671819918422366]","[0.45045479647335745, 0.2760429945132844, 0.27350220901335814]","[0.8648452599725547, 0.07334257205285809, 0.061812167974587315]",20,False,max_rounds,0.05,11,9,0.009427658826029806,0.006357643753290176,0.8287809269983943,0.0,6045,1140,ok,10.000000000000002
13,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[17, 6, 9]","[0.392236850850792, 0.34176404642194835, 0.26599910272725963]","[0.006747506889759959, 0.006751940138464715, 0.9865005529717754]","[0.006666666666666667, 0.006666666666666667, 0.9866666666666667]",12,True,fixed_point_tolerance,0.5,12,0,0.036772709032753426,0.021873373227814834,0.0006644547795653481,0.0,2454,1764,ok,10.0
13,2,0.0,0.0,uniform,0,uniform,0.5,adaptive,stage1,,,"[17, 6, 9]","[0.392236850850792, 0.34176404642194835, 0.26599910272725963]","[0.006747506889759959, 0.006751940138464715, 0.9865005529717754]","[0.006666666666666667, 0.006666666666666667, 0.9866666666666667]",12,True,fixed_point_tolerance,0.5,12,0,0.036772709032753426,0.021873373227814834,0.0006644547795653481,0.0,2454,1764,ok,10.0
13,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[17, 6, 9]","[0.392236850850792, 0.34176404642194835, 0.26599910272725963]","[0.252780388447531, 0.2573200351212004, 0.4898995764312686]","[0.011121000175754745, 0.029279618069957426, 0.9595993817542878]",20,False,max_rounds,0.05,11,9,0.022243791012229508,0.012428891845047474,0.9393996106460385,0.0,4821,2940,ok,10.0
14,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[15, 5, 6]","[0.4114648729408524, 0.33719269563671106, 0.2513424314224367]","[0.5778165811642116, 0.3088280843097683, 0.11335533452602013]","[0.5780556411389773, 0.3088041226507786, 0.11314023621024401]",10,True,fixed_point_tolerance,0.5,10,0,0.001376649415888609,0.0080769049624602,0.0009562398990630577,0.0,2085,8820,ok,10.0
14,2,0.0,0.0,uniform,0,uniform,0.5,adaptive,stage1,,,"[15, 5, 6]","[0.4114648729408524, 0.33719269563671106, 0.2513424314224367]","[0.5778165811642116, 0.3088280843097683, 0.11335533452602013]","[0.5780556411389773, 0.3088041226507786, 0.11314023621024401]",10,True,fixed_point_tolerance,0.5,10,0,0.001376649415888609,0.0080769049624602,0.0009562398990630577,0.0,2085,8820,ok,10.0
14,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[15, 5, 6]","[0.4114648729408524, 0.33719269563671106, 0.2513424314224367]","[0.5778165811642116, 0.3088280843097683, 0.11335533452602013]","[0.5780556411389773, 0.3088041226507786, 0.11314023621024401]",10,True,fixed_point_tolerance,0.5,10,0,0.001376649415888609,0.0080769049624602,0.0009562398990630577,0.0,2085,8820,ok,10.0
15,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[12, 16, 3]","[0.42458352407523203, 0.3089492750106594, 0.2664672009141086]","[0.006826171875, 0.39997561530375436, 0.5931982128212456]","[0.006666666666666667, 0.4000345302443324, 0.593298803089001]",11,True,fixed_point_tolerance,0.5,11,0,0.01641519837686876,0.006032684197028478,0.0006380208333333212,0.0,2973,2013,ok,10.0
15,2,0.0,0.0,uniform,0,uniform,0.5,adaptive,stage1,,,"[12, 16, 3]","[0.42458352407523203, 0.3089492750106594, 0.2664672009141086]","[0.006826171875, 0.39997561530375436, 0.5931982128212456]","[0.006666666666666667, 0.4000345302443324, 0.593298803089001]",11,True,fixed_point_tolerance,0.5,11,0,0.01641519837686876,0.006032684197028478,0.0006380208333333212,0.0,2973,2013,ok,10.0
15,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[12, 16, 3]","[0.42458352407523203, 0.3089492750106594, 0.2664672009141086]","[0.12758756510416666, 0.37552934225985574, 0.4968830926359777]","[0.006666666666666667, 0.39994665833383336, 0.5933866749994999]",20,False,max_rounds,0.05,12,8,0.01646767232850823,0.006074979901313782,0.24184179687499985,0.0,3468,3660,ok,10.0
16,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[8, 10, 2]","[0.36554068381743127, 0.30588194063743335, 0.32857737554513533]","[0.3479623368317728, 0.33231396382018863, 0.31972369934803857]","[0.34819477065251964, 0.33229776750505907, 0.3195074618424214]",6,True,fixed_point_tolerance,0.5,6,0,0.016740079905938288,0.010727391888697943,0.0009297352829870653,0.0,1296,720,ok,10.0
16,2,0.0,0.0,uniform,0,uniform,0.5,adaptive,stage1,,,"[8, 10, 2]","[0.36554068381743127, 0.30588194063743335, 0.32857737554513533]","[0.3479623368317728, 0.33231396382018863, 0.31972369934803857]","[0.34819477065251964, 0.33229776750505907, 0.3195074618424214]",6,True,fixed_point_tolerance,0.5,6,0,0.016740079905938288,0.010727391888697943,0.0009297352829870653,0.0,1296,720,ok,10.0
16,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[8, 10, 2]","[0.36554068381743127, 0.30588194063743335, 0.32857737554513533]","[0.3479623368317728, 0.33231396382018863, 0.31972369934803857]","[0.34819477065251964, 0.33229776750505907, 0.3195074618424214]",6,True,fixed_point_tolerance,0.5,6,0,0.016740079905938288,0.010727391888697943,0.0009297352829870653,0.0,1296,720,ok,10.0
17,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[19, 14, 15]","[0.43312189581145044, 0.31999163326538566, 0.24688647092316396]","[0.15033652364331623, 0.006751240196028125, 0.8429122361606556]","[0.15028780620115928, 0.006666666666666667, 0.8430455271321741]",13,True,fixed_point_tolerance,0.5,13,0,0.035514594410218314,0.019889356568455696,0.0005331638860736803,0.0,3027,5421,ok,10.0
17,2,0.0,0.0,uniform,0,uniform,0.5,adaptive,stage1,,,"[19, 14, 15]","[0.43312189581145044, 0.31999163326538566, 0.24688647092316396]","[0.1510392530768215, 0.007968651378221175, 0.8409920955449574]","[0.1502874502441094, 0.006666666666666667, 0.8430458830892239]",20,False,max_rounds,0.25,20,0,0.03551460459096045,0.01988937022785346,0.004107575088533175,0.0,4578,8340,ok,10.0
17,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[19, 14, 15]","[0.43312189581145044, 0.31999163326538566, 0.24688647092316396]","[0.2718649299408046, 0.21974820723344402, 0.5083868628257515]","[0.22533679890737707, 0.1337706425181973, 0.6408925585744256]",20,False,max_rounds,0.05,12,8,0.01993812600675371,0.013896740352114042,0.2650113914973483,0.0,8013,8340,ok,10.0
18,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[8, 10, 6]","[0.45959297867582394, 0.28565078512786485, 0.2547562361963112]","[0.6969021368866767, 0.06674221931096422, 0.23635564380235916]","[0.6970335832376137, 0.06664583472354091, 0.23632058203884543]",13,True,fixed_point_tolerance,0.5,13,0,0.01004888586697783,0.00289611021677653,0.0005257854037480497,0.0,2886,507,ok,10.0
18,2,0.0,0.0,uniform,0,uniform,0.5,adaptive,stage1,,,"[8, 10, 6]","[0.45959297867582394, 0.28565078512786485, 0.2547562361963112]","[0.6956945867864002, 0.06762766966678196, 0.2366777435468179]","[0.697030626546364, 0.0666480027522781, 0.23632137070135784]",20,False,max_rounds,0.25,20,0,0.010048900753920675,0.0028961002826690674,0.002672079519927803,0.0,4344,780,ok,10.0
18,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[8, 10, 6]","[0.45959297867582394, 0.28565078512786485, 0.2547562361963112]","[0.5424194128903626, 0.1800184990271502, 0.2775620880824874]","[0.5937864351171753, 0.14235302403144245, 0.2638605408513823]",20,False,max_rounds,0.05,12,8,0.0119464395053753,0.0024117020269234977,0.10273404445362563,0.0,4992,780,ok,10.000000000000002
19,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[10, 8, 18]","[0.3984081239269777, 0.3523335035096514, 0.2492583725633708]","[0.006685927537585007, 0.006896118808616798, 0.9864179536537983]","[0.006666666666666667, 0.006666666666666667, 0.9866666666666667]",16,True,fixed_point_tolerance,0.5,16,0,0.020278242087790943,0.024333074688911438,0.0009948520514739354,0.0,3387,624,ok,10.0
19,2,0.0,0.0,uniform,0,uniform,0.5,adaptive,stage1,,,"[10, 8, 18]","[0.3984081239269777, 0.3523335035096514, 0.2492583725633708]","[0.0616472665283404, 0.12129581899313291, 0.8170569144785268]","[0.006666666666666667, 0.10233640752415439, 0.890996925809179]",20,False,max_rounds,0.05,20,0,0.01884466273047769,0.018848493695259094,0.14788002266130446,0.0,4506,780,ok,10.0
19,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[10, 8, 18]","[0.3984081239269777, 0.3523335035096514, 0.2492583725633708]","[0.23543481589462545, 0.2666772708302697, 0.4978879132751049]","[0.15787984263288968, 0.213872496249345, 0.6282476611177653]",20,False,max_rounds,0.05,12,8,0.019915802009997208,0.010998611648877462,0.2607194956853209,0.0,5049,780,ok,10.0
20,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[17, 11, 10]","[0.4483165027008619, 0.28458531095705364, 0.2670981863420845]","[0.006753756054050602, 0.9864998246751161, 0.006746419270833334]","[0.006666666666666667, 0.9866666666666667, 0.006666666666666667]",12,True,fixed_point_tolerance,0.5,12,0,0.024342007788589637,0.01826837534705798,0.0006673679662023892,0.0,2193,6084,ok,10.0
20,2,0.0,0.0,uniform,0,uniform,0.5,adaptive,stage1,,,"[17, 11, 10]","[0.4483165027008619, 0.28458531095705364, 0.2670981863420845]","[0.006753756054050602, 0.9864998246751161, 0.006746419270833334]","[0.006666666666666667, 0.9866666666666667, 0.006666666666666667]",12,True,fixed_point_tolerance,0.5,12,0,0.024342007788589637,0.01826837534705798,0.0006673679662023892,0.0,2193,6084,ok,10.0
20,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[17, 11, 10]","[0.4483165027008619, 0.28458531095705364, 0.2670981863420845]","[0.23928558732427913, 0.5311764916979489, 0.2295379209777721]","[0.006666666666666667, 0.9866666666666667, 0.006666666666666667]",20,False,max_rounds,0.05,11,9,0.024467988034984955,0.018282638241847355,0.9109803499374357,0.0,3519,10140,ok,10.0
21,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[2, 9, 10]","[0.40623913667891914, 0.36194171975397477, 0.23181914356710612]","[0.0067991881568907255, 0.006742939379032295, 0.986457872464077]","[0.006666666666666667, 0.006666666666666667, 0.9866666666666667]",13,True,fixed_point_tolerance,0.5,13,0,0.06008570437407457,0.02960626098016898,0.0008351768103587306,0.0,2556,5304,ok,10.0
