seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,round,agent_id,is_poisoned,reputation_share,optimization_before,marginal_contribution,positive_contribution,contribution_share,optimization_after
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,7,1,0,15,True,1.7322622565811876e-05,0.14285714285714285,0.007503646292856759,0.007503646292856759,0.025234728027612077,0.08404593544237747
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,7,1,0,1,False,0.07020272384212736,0.14285714285714285,0.0018836892476039244,0.0018836892476039244,0.008474733949233872,0.07566593840318837
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,7,1,0,2,False,0.22194181972148852,0.14285714285714285,0.08134130707808904,0.08134130707808904,0.24543547823923884,0.19414631054819087
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,7,1,0,3,False,0.10867590504811354,0.14285714285714285,0.12426764890551568,0.12426764890551568,0.3734516230319864,0.25815438294456466
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,7,1,0,4,False,0.06766414797022588,0.14285714285714285,0.08820104013596262,0.08820104013596262,0.26589276723690664,0.20437495504702477
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,7,1,0,5,False,0.24718706100659726,0.14285714285714285,0.02541602456143924,0.02541602456143924,0.07865352665787931,0.11075533475751109
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,7,1,0,6,False,0.28431101978888174,0.14285714285714285,-0.00040933223707335584,0.0,0.0028571428571428576,0.07285714285714287
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,7,1,1,15,True,1.7322622565811876e-05,0.08404593544237747,0.006099587040288106,0.006099587040288106,0.021526101772973903,0.05278601860767567
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,7,1,1,1,False,0.07020272384212736,0.07566593840318837,0.0004796299950352717,0.0004796299950352717,0.004325142676306156,0.03999554053974726
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,7,1,1,2,False,0.22194181972148852,0.19414631054819087,0.07993724782552038,0.07993724782552038,0.24752045951156929,0.22083338502988004
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,7,1,1,3,False,0.10867590504811354,0.25815438294456466,0.12286358965294703,0.12286358965294703,0.3789047822025846,0.3185295825735746
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,7,1,1,4,False,0.06766414797022588,0.20437495504702477,0.08679698088339396,0.08679698088339396,0.2685159914689198,0.23644547325797222
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,7,1,1,5,False,0.24718706100659726,0.11075533475751109,0.02401196530887059,0.02401196530887059,0.0763503795105035,0.09355285713400728
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,7,1,1,6,False,0.28431101978888174,0.07285714285714287,-0.0018133914896420085,0.0,0.0028571428571428576,0.03785714285714286
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,7,1,2,15,True,1.7322622565811876e-05,0.05278601860767567,0.0015525466629437018,0.0015525466629437018,0.007980469696336763,0.03038324415200622
