agent_id,reputation_share,optimization_weight,contribution_share,surplus_share,bid,payment,seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count
9,0.37783050244682936,0.3434672953765706,0.41670328808483553,0.4011541738296331,1.3,3.7791327942671327,0,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,
19,0.3661713185043505,0.3067509531919865,0.11560216614561065,0.21582982708910659,1.3,2.6338283314106787,0,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,
16,0.25599817904882005,0.3497817514314429,0.46769454576955377,0.38301599908126027,1.22,3.5870388743221886,0,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,
12,0.47914489677342104,0.40741466747019306,0.4077384868887406,0.4363010508426127,1.3800000000000001,4.111244578274755,1,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,
3,0.32489874050365897,0.29890097394945797,0.29875056536180167,0.30920983541854463,1.1400000000000001,3.0756535697200897,1,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,
16,0.19595636272291997,0.293684358580349,0.2935109477494577,0.2544891137388426,1.22,2.8131018520051545,1,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,
8,0.37078571947339173,0.5533854706917235,0.5023951830990945,0.44975139764881333,1.1400000000000001,4.171324420153002,2,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,
10,0.3098345361847824,0.0182508134681591,0.014344811105022141,0.13254070113692626,1.06,1.9533243256628832,2,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,
20,0.319379744341826,0.42836371584011745,0.4832600057958833,0.4177079012142604,1.06,3.8753512541841153,2,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,
13,0.4787701414821533,0.34065831678685854,0.7548588590609127,0.6444233720294089,1.1400000000000001,6.0118406925423304,7,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,
9,0.5212298585178468,0.6493327592667468,0.2451411409390873,0.3555766279705911,1.3,3.9881593074576687,7,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,
20,1.0,0.9863475754695024,1.0,1.0,1.06,10.0,11,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,
18,0.37706601689927144,0.4445629359617211,0.7391934370396017,0.5943424689834695,1.1400000000000001,4.955678650873875,12,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,
15,0.2557519912584921,0.2752028742970554,0.20826347468994702,0.22725888131736505,1.06,2.519002018057484,12,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,
17,0.3671819918422366,0.2802341897412234,0.05254308827045126,0.1783986496991654,1.3800000000000001,2.5253193310686424,12,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,
