seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,round,target_error,evaluation_loss,consistency_l1,update_l1,eta_used,update_accepted,gate_triggered,eval_loss_delta,informative,stage3_requests_cumulative,contribution_requests_cumulative
3,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,13,0.006786727991837438,0.027878915270169575,0.023056915150568614,0.006917074545170557,0.3,True,False,1.9470850626604475e-06,True,2229,6216
3,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,14,0.006785638613546752,0.02787943184375763,0.017222420625068655,0.005166726187520662,0.3,True,False,5.165735880545419e-07,True,2346,6660
3,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,15,0.006784687685296831,0.02787988136212031,0.013003956037084808,0.0039011868111254646,0.3,True,False,4.4951836268222745e-07,True,2463,7104
3,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,16,0.006784133871406084,0.027880147099494934,0.009666084051188985,0.002899825215356735,0.3,True,False,2.6573737462246005e-07,True,2580,7548
3,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,17,0.0067836854678713365,0.027880358199278515,0.007215212365667845,0.002164563709700337,0.3,True,False,2.1109978358066495e-07,True,2697,7992
3,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,18,0.0067834626847655954,0.027880482375621796,0.005315345498574168,0.0015946036495722996,0.3,True,False,1.2417634328090732e-07,True,2814,8436
3,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,19,0.006783324230775989,0.02788055936495463,0.003885080158461479,0.0011655240475384387,0.3,True,False,7.698933283603604e-08,True,2931,8880
3,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,0,0.005014975842373204,0.02739337335030238,0.6533333333333333,0.32666666666666677,0.5,True,False,,True,222,444
3,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,1,0.006183443298123592,0.02771354963382085,0.32666666666666666,0.16333333333333327,0.5,True,False,0.000320176283518471,True,396,888
3,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,2,0.0066346193701321,0.02783053865035375,0.22311887927544194,0.11155943963772103,0.5,True,False,0.00011698901653289795,True,558,1332
3,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,3,0.0067791228558711225,0.027870746950308483,0.17147859849076907,0.08573929924538456,0.5,True,False,4.020829995473457e-05,True,708,1776
3,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,4,0.0067752518016135355,0.027870550751686096,0.08537188769369006,0.04268594384684511,0.5,True,False,-1.961986223868173e-07,True,855,2220
3,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,5,0.0067890555300742506,0.027873851358890533,0.04899255826766298,0.02449627913383149,0.5,True,False,3.300607204437256e-06,True,990,2664
3,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,6,0.006792585554229902,0.027876401940981548,0.029559812973641224,0.014779906486820584,0.5,True,False,2.550582091014747e-06,True,1107,3108
3,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,7,0.006782399045095033,0.0278807133436203,0.023742068803451633,0.011871034401725761,0.5,True,False,4.311402638752099e-06,True,1224,3552
3,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,8,0.006785788421140637,0.02787948151429494,0.00925676708185474,0.004628383540927287,0.5,True,False,-1.2318293253592294e-06,True,1341,3996
3,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,9,0.006782761901604317,0.027880720794200897,0.0072585974133509675,0.0036292987066754556,0.5,True,False,1.2392799059561532e-06,True,1458,4440
3,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,10,0.006783378355457614,0.027880549430847168,0.0032629400052011223,0.0016314700026005893,0.5,True,False,-1.7136335372924805e-07,True,1575,4884
3,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,11,0.006783197736696778,0.0278806338707606,0.0018118869777225882,0.0009059434888613214,0.5,True,False,8.443991343295987e-08,True,1692,5328
3,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,12,0.006783188614306823,0.02788066367308299,0.0009696699618152622,0.000484834980907658,0.5,True,False,2.9802322387695312e-08,True,1809,5772
3,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,,0,0.005014975842373204,0.02739337335030238,0.6533333333333333,0.6533333333333333,1.0,True,False,,True,222,444
3,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,,1,0.016384718371085683,0.03044891854127248,,0.0,1.0,False,False,0.0030555451909701006,False,405,888
4,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,,0,0.019435003960637687,0.016787951191266377,0.687326377398064,0.0,0.0,False,False,,True,213,183
4,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,0,0.019435003960637687,0.016787951191266377,0.687326377398064,0.20619791321941924,0.3,True,False,,True,213,183
