agent_id,reputation_share,optimization_weight,contribution_share,surplus_share,bid,payment,seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,coalition_round,payment_contribution_source,payment_fallback_reason
1,0.31730209124404146,0.16551085278230881,0.23979256868917898,0.27079637771112397,1.22,2.2761058730733836,9,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,eval,
2,0.17527268110673042,0.2664766277019871,0.19396740385948308,0.186489514758382,1.3800000000000001,2.1073091075576897,9,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,eval,
3,0.25086150173874877,0.22960967730283352,0.24172758845257777,0.24538115376704617,1.1400000000000001,2.09698649969148,9,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,eval,
4,0.2565492143247809,0.1972062372723935,0.08015390782577549,0.15071203042537767,1.3,1.887776918658973,9,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,eval,
15,2.1256232826381948e-05,0.6774209334294263,0.30500672628505543,0.1830125382641638,1.06,1.9970241959125186,9,2,0.3,0.0,stage0,0,trimmed,0.5,guarded,controlled,5,1,1,eval,
2,0.25673534202868703,0.13226807765363727,0.5759003902378041,0.4482343709541573,1.3800000000000001,3.674959979285285,9,2,0.3,0.0,stage0,0,trimmed,0.5,guarded,controlled,5,1,1,eval,
3,0.36745608639094757,0.09362133738726282,0.05068217168047115,0.1773917375646617,1.1400000000000001,2.048245696331068,9,2,0.3,0.0,stage0,0,trimmed,0.5,guarded,controlled,5,1,1,eval,
4,0.3757873153475391,0.0966896515296737,0.06841071179666933,0.19136135321701725,1.3,2.279770128471128,9,2,0.3,0.0,stage0,0,trimmed,0.5,guarded,controlled,5,1,1,eval,
1,0.23951594723444636,0.42687716143466864,0.42112670790059503,0.3484824036341355,1.22,3.3457426621682265,10,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,2,eval,
2,0.2252543128614208,0.5146973866508215,0.5253979210677483,0.4053404777852173,1.3800000000000001,3.852576914489825,10,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,2,eval,
4,0.5352297399041329,0.058425451914509874,0.05347537103165656,0.24617711858064711,1.3,2.8016804233419474,10,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,2,eval,
15,3.880931385354106e-05,0.0632320735596939,0.2555497949808035,0.1533454007140235,1.06,1.6580470627846915,10,2,0.3,0.0,stage0,0,trimmed,0.5,guarded,controlled,5,1,0,eval,
1,0.2126285711684439,0.20176336117729166,0.19429984217030452,0.20163133376956027,1.22,2.0063622017012848,10,2,0.3,0.0,stage0,0,trimmed,0.5,guarded,controlled,5,1,0,eval,
2,0.19996790713217852,0.19643908687904893,0.25203924615492407,0.23121071054582584,1.3800000000000001,2.281721771128721,10,2,0.3,0.0,stage0,0,trimmed,0.5,guarded,controlled,5,1,0,eval,
3,0.11221833421439838,0.15914319795638612,0.04625330440946773,0.07263931633144,1.1400000000000001,1.4232933336926161,10,2,0.3,0.0,stage0,0,trimmed,0.5,guarded,controlled,5,1,0,eval,
4,0.47514637817112565,0.37942228042757936,0.25185781228450016,0.3411732386391504,1.3,2.6305756306926864,10,2,0.3,0.0,stage0,0,trimmed,0.5,guarded,controlled,5,1,0,eval,
15,2.0915473112553886e-05,0.167173826954405,0.1299112956133651,0.07795514355726407,1.06,1.36402505987333,11,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,eval,
1,0.2783186153922114,0.22447719632856883,0.23780286096039874,0.2540091627331238,1.22,2.2106357346591827,11,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,eval,
2,0.3112011667562441,0.18977586080084705,0.21220188630108353,0.25180159848314776,1.3800000000000001,2.362026234084276,11,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,eval,
3,0.31351073630522674,0.20487077747880753,0.20095299377842685,0.2459760907891468,1.1400000000000001,2.0993067540776726,11,2,0.3,0.0,uniform,0,trimmed,0.5,guarded,controlled,5,1,0,eval,
