seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,selected_agent_ids,reputation_weights,final_optimization_weights,final_contribution_weights,rounds_executed,converged,stop_reason,final_eta_used,updates_accepted,gate_triggers,final_target_error,final_evaluation_loss,final_delivered_solution_evaluation_loss,final_full_solution_source,final_loo_search_objective,final_consistency_l1,selected_poison_weight,stage3_requests,contribution_requests,payment_status,paid_total
0,2,0.3,0.0,uniform,0,trimmed,0.0,guarded,controlled,5,1,"[15, 1, 2, 3, 4]","[3.697449648706734e-05, 0.14984511474643689, 0.4737265966771876, 0.231964695539853, 0.14442661854003544]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.5771324013523095, 0.09223636469067263, 0.07651918160605414, 0.05770990332660366, 0.19640214902436018]",1,False,no_update_baseline,0.0,0,0,0.002007465785028464,0.015531321366628012,0.015531321366628012,stage3_l_opt,l_opt_current_alpha,0.7542648027046188,0.2,3405,2710,ok,9.999999999999998
0,2,0.3,0.0,uniform,0,trimmed,0.3,guarded,controlled,5,1,"[15, 1, 2, 3, 4]","[3.697449648706734e-05, 0.14984511474643689, 0.4737265966771876, 0.231964695539853, 0.14442661854003544]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.5771324013523095, 0.09223636469067263, 0.07651918160605414, 0.05770990332660366, 0.19640214902436018]",5,False,max_rounds,0.075,3,2,0.002007465785028464,0.015531321366628012,0.015531321366628012,stage3_l_opt,l_opt_current_alpha,0.7542648027046188,0.2,13580,13280,ok,9.999999999999998
0,5,0.3,0.0,uniform,0,trimmed,0.0,guarded,controlled,5,1,"[15, 1, 2, 3, 4]","[4.637614459823592e-05, 0.16233495924586727, 0.3848564806039702, 0.23327183262987206, 0.21949035137569237]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.03475111272443877, 0.037060510025727404, 0.35236755267728065, 0.011093722228732658, 0.5647271023438205]",1,False,no_update_baseline,0.0,0,0,0.02431038525329329,0.01346965879201889,0.01346965879201889,stage3_l_opt,l_opt_current_alpha,1.0341893100422024,0.2,2240,10215,ok,10.0
0,5,0.3,0.0,uniform,0,trimmed,0.3,guarded,controlled,5,1,"[15, 1, 2, 3, 4]","[4.637614459823592e-05, 0.16233495924586727, 0.3848564806039702, 0.23327183262987206, 0.21949035137569237]","[0.19814743448716285, 0.1480797915813364, 0.23080776175996268, 0.14286265649160215, 0.2801023556799359]","[0.20923724644973773, 0.004000000000000001, 0.6194146079499807, 0.004000000000000001, 0.1633481456002816]",5,False,max_rounds,0.075,3,2,0.009548231662030462,0.035500759879748024,0.035500759879748024,stage3_l_opt,l_opt_current_alpha,0.7993933163051858,0.19814743448716285,15605,53015,ok,10.0
1,2,0.3,0.0,uniform,0,trimmed,0.0,guarded,controlled,5,1,"[15, 1, 2, 3, 4]","[1.8712935268155107e-05, 0.03626475100456905, 0.18851922852153685, 0.5790433706179482, 0.19615393692067778]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.004, 0.004, 0.004, 0.04082252048274286, 0.9471774795172572]",1,False,no_update_baseline,0.0,0,0,0.0024432934588861643,0.017546817660331726,0.017546817660331726,stage3_l_opt,l_opt_current_alpha,1.4943549590345144,0.2,1095,3095,ok,10.0
1,2,0.3,0.0,uniform,0,trimmed,0.3,guarded,controlled,5,1,"[15, 1, 2, 3, 4]","[1.8712935268155107e-05, 0.03626475100456905, 0.18851922852153685, 0.5790433706179482, 0.19615393692067778]","[0.2, 0.2, 0.2, 0.2, 0.2]","[0.004, 0.004, 0.004, 0.04082252048274286, 0.9471774795172572]",5,False,max_rounds,0.075,3,2,0.0024432934588861643,0.017546817660331726,0.017546817660331726,stage3_l_opt,l_opt_current_alpha,1.4943549590345144,0.2,5025,16080,ok,10.0
1,5,0.3,0.0,uniform,0,trimmed,0.0,guarded,controlled,5,1,"[15, 1, 2, 3, 4]","[2.7244602246625354e-05, 0.38526358789515885, 0.25397299341862173, 0.195876049790248, 0.16486012429372476]","[0.2, 0.2, 0.2, 0.2, 0.2]",[],1,False,uninformative_contribution,0.0,0,0,0.07815249296822713,0.06882768000165622,0.06882768000165622,stage3_l_opt,l_opt_current_alpha,,0.2,2055,10810,rejected_uninformative_contribution,
1,5,0.3,0.0,uniform,0,trimmed,0.3,guarded,controlled,5,1,"[15, 1, 2, 3, 4]","[2.7244602246625354e-05, 0.38526358789515885, 0.25397299341862173, 0.195876049790248, 0.16486012429372476]","[0.2, 0.2, 0.2, 0.2, 0.2]",[],1,False,uninformative_contribution,0.3,0,0,0.07815249296822713,0.06882768000165622,0.06882768000165622,stage3_l_opt,l_opt_current_alpha,,0.2,2055,10810,rejected_uninformative_contribution,
