agent_id,reputation_share,optimization_weight,contribution_share,surplus_share,bid,payment,seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count
1,0.14984511474643689,0.14951801737242423,0.14951801737242423,0.1496488563220293,1.22,1.8036305396559142,0,2,0.3,0.0,uniform,0,uniform,1.0,fixed,controlled,5,1
2,0.4737265966771876,0.15261849931288948,0.15261849931288948,0.2810617382586087,1.3800000000000001,2.476140779208574,0,2,0.3,0.0,uniform,0,uniform,1.0,fixed,controlled,5,1
3,0.231964695539853,0.15647910496814085,0.15647910496814085,0.18667334119682572,1.1400000000000001,1.8680260306676204,0,2,0.3,0.0,uniform,0,uniform,1.0,fixed,controlled,5,1
4,0.14442661854003544,0.1537725223411414,0.1537725223411414,0.150034160820699,1.3,1.885133227200726,0,2,0.3,0.0,uniform,0,uniform,1.0,fixed,controlled,5,1
15,4.637614459823591e-05,0.2,0.03581989433462496,0.021510487058614268,1.15,1.224211180352219,0,5,0.3,0.0,uniform,0,uniform,0.0,fixed,controlled,5,1
1,0.16233495924586724,0.2,0.03770223207425201,0.0875553229428981,1.3099999999999998,1.6120658641529984,0,5,0.3,0.0,uniform,0,uniform,0.0,fixed,controlled,5,1
2,0.3848564806039701,0.2,0.36366781211706084,0.3721432795118246,1.47,2.7538943143157946,0,5,0.3,0.0,uniform,0,uniform,0.0,fixed,controlled,5,1
3,0.233271832629872,0.2,0.007937848758027919,0.09807144230676557,1.23,1.5683464759583412,0,5,0.3,0.0,uniform,0,uniform,0.0,fixed,controlled,5,1
4,0.2194903513756923,0.2,0.5548722127160343,0.42071946817989747,1.39,2.841482165220646,0,5,0.3,0.0,uniform,0,uniform,0.0,fixed,controlled,5,1
15,4.637614459823591e-05,0.0752395377048815,0.03581989433462496,0.021510487058614268,1.15,1.224211180352219,0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1
1,0.16233495924586724,0.0766699261532241,0.03770223207425201,0.0875553229428981,1.3099999999999998,1.6120658641529984,0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1
