seed,dimension,poison_ratio,target,initialization,evaluator,update_rate,selected_agent_ids,reputation_weights,final_optimization_weights,final_contribution_weights,rounds_executed,converged,stop_reason,final_target_error,final_evaluation_loss,final_consistency_l1,selected_poison_weight,stage3_requests,contribution_requests,payment_status,paid_total
3,2,0.3,0.0,uniform,uniform,0.5,"[4, 1, 13]","[0.44888819639277083, 0.35541821000891527, 0.19569359359831393]","[0.4590173092139763, 0.02554550799698652, 0.5154371827890372]","[0.4484344554895339, 0.05146188684222672, 0.5001036576682394]",6,False,max_rounds,0.0050836109364382764,0.0094097467760245,0.051832757690480374,0.0,1356,234,ok,10.0
3,2,0.3,0.0,uniform,uniform,1.0,"[4, 1, 13]","[0.44888819639277083, 0.35541821000891527, 0.19569359359831393]","[0.4491397888958673, 0.049734593973336266, 0.5011256171307965]","[0.4604806826923454, 0.021961848764326306, 0.5175574685433283]",6,False,max_rounds,0.004267630562207525,0.015728045254945755,0.055545490418019816,0.0,1470,234,ok,10.0
4,2,0.3,0.0,uniform,uniform,0.1,"[10, 8, 13]","[0.442860464800717, 0.34349303278578014, 0.21364650241350283]","[0.43199669448984324, 0.19956006666666665, 0.3684432388434902]","[0.5742389426286615, 0.006666666666666667, 0.41909439070467186]",6,False,max_rounds,0.0030367579806868297,0.008683181057373682,0.38578679999999993,0.0,1305,2772,ok,10.0
4,2,0.3,0.0,uniform,uniform,0.3,"[10, 8, 13]","[0.442860464800717, 0.34349303278578014, 0.21364650241350283]","[0.5418256382887954, 0.062045835787564, 0.3961285259236407]","[0.5959567768837544, 0.006666666666666667, 0.397376556449579]",6,False,max_rounds,0.013374051837249601,0.010946359485387802,0.11075833824179462,0.0,1404,2772,ok,10.0
4,2,0.3,0.0,uniform,uniform,0.5,"[10, 8, 13]","[0.442860464800717, 0.34349303278578014, 0.21364650241350283]","[0.5929637024331984, 0.017035455765915752, 0.3900008418008858]","[0.6089817596904296, 0.006666666666666667, 0.38435157364290373]",6,False,max_rounds,0.007089168806258372,0.011883808920780817,0.0320361145144623,0.0,1185,2772,ok,10.0
4,2,0.3,0.0,uniform,uniform,1.0,"[10, 8, 13]","[0.442860464800717, 0.34349303278578014, 0.21364650241350283]","[0.608967085255176, 0.006666666666666667, 0.3843662480781574]","[0.608967085255176, 0.006666666666666667, 0.3843662480781574]",3,True,fixed_point_tolerance,0.007088715743476887,0.011882875114679337,3.4735533410434893e-05,0.0,576,1386,ok,10.000000000000002
5,2,0.3,0.0,uniform,uniform,0.1,"[3, 9, 14]","[0.3518895472586952, 0.3791689334896448, 0.26894151925165993]","[0.2993810781100058, 0.4412715688020654, 0.25934735308792883]","[0.25998847735199654, 0.5665053062482414, 0.17350621639976205]",6,False,max_rounds,0.011878582545890914,0.000575011596083641,0.250467474892352,0.0,1587,558,ok,10.0
5,2,0.3,0.0,uniform,uniform,0.3,"[3, 9, 14]","[0.3518895472586952, 0.3791689334896448, 0.26894151925165993]","[0.25544841938394874, 0.5809386875589515, 0.16361289305709964]","[0.22772532983907803, 0.6690736685059323, 0.10320100165498965]",6,False,max_rounds,0.0045128060476526954,0.00935595544675986,0.1762699618939615,0.0,1335,558,ok,10.0
5,2,0.3,0.0,uniform,uniform,0.5,"[3, 9, 14]","[0.3518895472586952, 0.3791689334896448, 0.26894151925165993]","[0.23084200042393382, 0.6591654040547539, 0.1099925955213123]","[0.2266471479074247, 0.6725013364016712, 0.10085151569090414]",6,False,max_rounds,0.00421074483711692,0.009557693575819334,0.02667186469383459,0.0,1089,558,ok,10.0
5,2,0.3,0.0,uniform,uniform,1.0,"[3, 9, 14]","[0.3518895472586952, 0.3791689334896448, 0.26894151925165993]","[0.2274143038103767, 0.6700624570415408, 0.10252323914808267]","[0.2069274347643252, 0.7351926370712448, 0.057879928164430036]",6,False,max_rounds,0.00028331418295746147,0.012640356396635374,0.13026036005940816,0.0,1149,558,ok,10.0
6,2,0.3,0.0,uniform,uniform,0.1,"[3, 7, 14]","[0.3354804482766015, 0.3733062392268723, 0.29121331249652627]","[0.3335466143636576, 0.36823366553990244, 0.29821972009644004]","[0.3338618865243371, 0.41982335978730445, 0.24631475368835845]",6,False,max_rounds,0.01206153250380737,0.0011164893706639607,0.1038099328161631,0.0,1410,3852,ok,10.0
6,2,0.3,0.0,uniform,uniform,0.3,"[3, 7, 14]","[0.3354804482766015, 0.3733062392268723, 0.29121331249652627]","[0.33376617882777804, 0.4041621901110367, 0.26207163106118525]","[0.33383501643537555, 0.4154264613394961, 0.2507385222251284]",6,False,max_rounds,0.008069224492238014,0.0006463304162025452,0.022666217672113798,0.0,1440,3852,ok,10.0
6,2,0.3,0.0,uniform,uniform,0.5,"[3, 7, 14]","[0.3354804482766015, 0.3733062392268723, 0.29121331249652627]","[0.33383908757177116, 0.41609264347697456, 0.25006826895125434]","[0.333866804874195, 0.4206281760604001, 0.24550501906540492]",6,False,max_rounds,0.008480926425843194,0.001197420060634613,0.009126499771698798,0.0,1308,3852,ok,10.0
6,2,0.3,0.0,uniform,uniform,1.0,"[3, 7, 14]","[0.3354804482766015, 0.3733062392268723, 0.29121331249652627]","[0.3338731158339102, 0.4216608726404464, 0.2444660115256434]","[0.3338731158339102, 0.4216608726404464, 0.2444660115256434]",4,True,fixed_point_tolerance,0.007911455272561874,0.0012991055846214294,0.0009658086966770896,0.0,969,2568,ok,10.0
7,2,0.3,0.0,uniform,uniform,0.1,"[13, 9, 10]","[0.36979789790947204, 0.4025934144741067, 0.2276086876164213]","[0.29124463858018634, 0.4209937784937523, 0.28776158292606147]","[0.21572317289809143, 0.5782864990137855, 0.20599032808812318]",6,False,max_rounds,0.004024129570263213,0.008865806894997755,0.31458544104006636,0.0,1212,1098,ok,10.0
7,2,0.3,0.0,uniform,uniform,0.3,"[13, 9, 10]","[0.36979789790947204, 0.4025934144741067, 0.2276086876164213]","[0.17479886107245635, 0.6554118163336344, 0.16978932259390928]","[0.006666666666666667, 0.9866666666666667, 0.006666666666666667]",6,False,max_rounds,0.010554291637740576,0.025715575863917668,0.6625097006660645,0.0,1464,1098,ok,10.0
7,2,0.3,0.0,uniform,uniform,0.5,"[13, 9, 10]","[0.36979789790947204, 0.4025934144741067, 0.2276086876164213]","[0.06225666452965325, 0.8776446492113457, 0.06009868625900115]","[0.006666666666666667, 0.9866666666666667, 0.006666666666666667]",6,False,max_rounds,0.010838751989970419,0.025809194892644882,0.2180440349106421,0.0,1509,1098,ok,10.0
7,2,0.3,0.0,uniform,uniform,1.0,"[13, 9, 10]","[0.36979789790947204, 0.4025934144741067, 0.2276086876164213]","[0.006666666666666667, 0.9866666666666667, 0.006666666666666667]","[0.006666666666666667, 0.9866666666666667, 0.006666666666666667]",3,True,fixed_point_tolerance,0.010535019188093742,0.02569563438495,0.0,0.0,603,549,ok,10.0
